flight_id,airline,origin,destination,route,scheduled_time,actual_time,flight_date,month,weekday,scheduled_hour,passengers,status,gate,delay_minutes,delay_band,is_on_time,is_delayed,is_cancelled,source_row_number
BA01280014,British Airways,FRA,ZRH,FRA-ZRH,2026-01-28 15:20:00,2026-01-28 15:51:00,2026-01-28,2026-01,Wednesday,15,137,DELAYED,E02,31,31-60,False,True,False,15
LH03240015,Lufthansa,FRA,PMI,FRA-PMI,2026-03-24 20:30:00,2026-03-24 20:15:00,2026-03-24,2026-03,Tuesday,20,177,ON_TIME,A05,0,ON_TIME,True,False,False,16
AF01210016,Air France,FRA,PMI,FRA-PMI,2026-01-21 08:15:00,2026-01-21 09:22:00,2026-01-21,2026-01,Wednesday,8,327,DELAYED,A18,67,61-120,False,True,False,17
BA05020017,British Airways,FRA,JFK,FRA-JFK,2026-05-02 22:40:00,2026-05-02 23:12:00,2026-05-02,2026-05,Saturday,22,157,DELAYED,B09,32,31-60,False,True,False,18
UA06160018,United Airlines,FRA,JFK,FRA-JFK,2026-06-16 17:15:00,2026-06-16 17:11:00,2026-06-16,2026-06,Tuesday,17,181,ON_TIME,B03,0,ON_TIME,True,False,False,19
DE01060019,Condor,FRA,AMS,FRA-AMS,2026-01-06 22:45:00,2026-01-07 00:30:00,2026-01-06,2026-01,Tuesday,22,71,DELAYED,B16,105,61-120,False,True,False,20
DE03020020,Condor,FRA,ZRH,FRA-ZRH,2026-03-02 14:15:00,2026-03-02 14:31:00,2026-03-02,2026-03,Monday,14,297,DELAYED,B03,16,16-30,False,True,False,21
IB02180021,Iberia,FRA,MAD,FRA-MAD,2026-02-18 08:35:00,2026-02-18 08:34:00,2026-02-18,2026-02,Wednesday,8,82,ON_TIME,A12,0,ON_TIME,True,False,False,22
LH03280022,Lufthansa,FRA,MAD,FRA-MAD,2026-03-28 08:45:00,2026-03-28 09:19:00,2026-03-28,2026-03,Saturday,8,126,DELAYED,C07,34,31-60,False,True,False,23
BA04290023,British Airways,FRA,CDG,FRA-CDG,2026-04-29 12:35:00,2026-04-29 15:03:00,2026-04-29,2026-04,Wednesday,12,62,DELAYED,A12,148,120+,False,True,False,24
AF04150024,Air France,FRA,HAM,FRA-HAM,2026-04-15 21:15:00,2026-04-15 21:06:00,2026-04-15,2026-04,Wednesday,21,85,ON_TIME,A18,0,ON_TIME,True,False,False,25
UA04100025,United Airlines,FRA,BER,FRA-BER,2026-04-10 14:15:00,2026-04-10 14:16:00,2026-04-10,2026-04,Friday,14,304,ON_TIME,A18,1,ON_TIME,True,False,False,26
IB05160027,Iberia,FRA,ZRH,FRA-ZRH,2026-05-16 10:30:00,2026-05-16 10:57:00,2026-05-16,2026-05,Saturday,10,175,DELAYED,C07,27,16-30,False,True,False,28
DE03050028,Condor,FRA,PMI,FRA-PMI,2026-03-05 07:25:00,2026-03-05 07:46:00,2026-03-05,2026-03,Thursday,7,322,DELAYED,B16,21,16-30,False,True,False,29
IB05250030,Iberia,FRA,PMI,FRA-PMI,2026-05-25 08:35:00,2026-05-25 09:14:00,2026-05-25,2026-05,Monday,8,122,DELAYED,B16,39,31-60,False,True,False,31
DE04050031,Condor,FRA,LHR,FRA-LHR,2026-04-05 14:40:00,2026-04-05 14:34:00,2026-04-05,2026-04,Sunday,14,325,ON_TIME,A05,0,ON_TIME,True,False,False,32
KL01270032,KLM,FRA,JFK,FRA-JFK,2026-01-27 09:50:00,2026-01-27 09:59:00,2026-01-27,2026-01,Tuesday,9,134,ON_TIME,B09,9,ON_TIME,True,False,False,33
KL02230033,KLM,FRA,PMI,FRA-PMI,2026-02-23 15:45:00,2026-02-23 16:16:00,2026-02-23,2026-02,Monday,15,81,DELAYED,A12,31,31-60,False,True,False,34
UA01120034,United Airlines,FRA,CDG,FRA-CDG,2026-01-12 06:00:00,2026-01-12 05:51:00,2026-01-12,2026-01,Monday,6,189,ON_TIME,A18,0,ON_TIME,True,False,False,35
IB04200035,Iberia,FRA,ZRH,FRA-ZRH,2026-04-20 22:30:00,2026-04-20 23:19:00,2026-04-20,2026-04,Monday,22,73,DELAYED,B16,49,31-60,False,True,False,36
BA02020036,British Airways,FRA,MAD,FRA-MAD,2026-02-02 06:50:00,2026-02-02 06:52:00,2026-02-02,2026-02,Monday,6,75,ON_TIME,B16,2,ON_TIME,True,False,False,37
AF03050037,Air France,FRA,JFK,FRA-JFK,2026-03-05 09:00:00,2026-03-05 09:32:00,2026-03-05,2026-03,Thursday,9,134,DELAYED,B03,32,31-60,False,True,False,38
BA04160038,British Airways,FRA,HAM,FRA-HAM,2026-04-16 05:40:00,2026-04-16 05:38:00,2026-04-16,2026-04,Thursday,5,265,ON_TIME,B03,0,ON_TIME,True,False,False,39
KL06290039,KLM,FRA,HAM,FRA-HAM,2026-06-29 09:10:00,2026-06-29 09:35:00,2026-06-29,2026-06,Monday,9,290,DELAYED,B16,25,16-30,False,True,False,40
KL02270040,KLM,FRA,LHR,FRA-LHR,2026-02-27 05:45:00,2026-02-27 05:46:00,2026-02-27,2026-02,Friday,5,90,ON_TIME,B09,1,ON_TIME,True,False,False,41
EK05110041,Emirates,FRA,JFK,FRA-JFK,2026-05-11 18:20:00,2026-05-11 19:22:00,2026-05-11,2026-05,Monday,18,190,DELAYED,A05,62,61-120,False,True,False,42
DE04220042,Condor,FRA,PMI,FRA-PMI,2026-04-22 17:00:00,2026-04-22 17:22:00,2026-04-22,2026-04,Wednesday,17,114,DELAYED,C07,22,16-30,False,True,False,43
AF01120043,Air France,FRA,CDG,FRA-CDG,2026-01-12 18:30:00,2026-01-12 18:57:00,2026-01-12,2026-01,Monday,18,155,DELAYED,B16,27,16-30,False,True,False,44
UA06200044,United Airlines,FRA,MUC,FRA-MUC,2026-06-20 16:25:00,2026-06-20 16:10:00,2026-06-20,2026-06,Saturday,16,208,ON_TIME,E02,0,ON_TIME,True,False,False,45
KL04150045,KLM,FRA,JFK,FRA-JFK,2026-04-15 16:10:00,2026-04-15 16:09:00,2026-04-15,2026-04,Wednesday,16,249,ON_TIME,A18,0,ON_TIME,True,False,False,46
EK03020048,Emirates,FRA,MUC,FRA-MUC,2026-03-02 14:45:00,2026-03-02 14:34:00,2026-03-02,2026-03,Monday,14,78,ON_TIME,B03,0,ON_TIME,True,False,False,49
IB01190049,Iberia,FRA,PMI,FRA-PMI,2026-01-19 20:10:00,2026-01-19 19:55:00,2026-01-19,2026-01,Monday,20,259,ON_TIME,B03,0,ON_TIME,True,False,False,50
LH03050051,Lufthansa,FRA,ZRH,FRA-ZRH,2026-03-05 09:15:00,2026-03-05 09:00:00,2026-03-05,2026-03,Thursday,9,217,ON_TIME,D04,0,ON_TIME,True,False,False,52
UA04250052,United Airlines,FRA,ZRH,FRA-ZRH,2026-04-25 11:15:00,2026-04-25 11:36:00,2026-04-25,2026-04,Saturday,11,196,DELAYED,E02,21,16-30,False,True,False,53
IB03030053,Iberia,FRA,JFK,FRA-JFK,2026-03-03 14:15:00,2026-03-03 14:25:00,2026-03-03,2026-03,Tuesday,14,96,ON_TIME,A18,10,ON_TIME,True,False,False,54
BA04090054,British Airways,FRA,LHR,FRA-LHR,2026-04-09 09:45:00,2026-04-09 10:18:00,2026-04-09,2026-04,Thursday,9,293,DELAYED,C07,33,31-60,False,True,False,55
LH04180055,Lufthansa,FRA,LHR,FRA-LHR,2026-04-18 18:25:00,2026-04-18 19:28:00,2026-04-18,2026-04,Saturday,18,299,DELAYED,A05,63,61-120,False,True,False,56
EK04100056,Emirates,FRA,CDG,FRA-CDG,2026-04-10 19:20:00,2026-04-10 19:40:00,2026-04-10,2026-04,Friday,19,167,DELAYED,D04,20,16-30,False,True,False,57
AF04220057,Air France,FRA,CDG,FRA-CDG,2026-04-22 20:30:00,2026-04-22 20:23:00,2026-04-22,2026-04,Wednesday,20,294,ON_TIME,A18,0,ON_TIME,True,False,False,58
LH06010058,Lufthansa,FRA,MAD,FRA-MAD,2026-06-01 05:35:00,2026-06-01 05:20:00,2026-06-01,2026-06,Monday,5,291,ON_TIME,A18,0,ON_TIME,True,False,False,59
LH04080059,Lufthansa,FRA,CDG,FRA-CDG,2026-04-08 15:45:00,2026-04-08 15:33:00,2026-04-08,2026-04,Wednesday,15,270,ON_TIME,B09,0,ON_TIME,True,False,False,60
DE01050060,Condor,FRA,VIE,FRA-VIE,2026-01-05 22:30:00,2026-01-05 23:26:00,2026-01-05,2026-01,Monday,22,90,DELAYED,A05,56,31-60,False,True,False,61
LH02210061,Lufthansa,FRA,LHR,FRA-LHR,2026-02-21 06:25:00,2026-02-21 07:04:00,2026-02-21,2026-02,Saturday,6,166,DELAYED,D04,39,31-60,False,True,False,62
KL02120062,KLM,FRA,AMS,FRA-AMS,2026-02-12 08:40:00,2026-02-12 09:19:00,2026-02-12,2026-02,Thursday,8,68,DELAYED,B09,39,31-60,False,True,False,63
UA02200063,United Airlines,FRA,MAD,FRA-MAD,2026-02-20 08:25:00,2026-02-20 08:31:00,2026-02-20,2026-02,Friday,8,116,ON_TIME,Z15,6,ON_TIME,True,False,False,64
LH05170064,Lufthansa,FRA,AMS,FRA-AMS,2026-05-17 19:00:00,2026-05-17 19:06:00,2026-05-17,2026-05,Sunday,19,61,ON_TIME,C07,6,ON_TIME,True,False,False,65
IB04210065,Iberia,FRA,MUC,FRA-MUC,2026-04-21 17:15:00,2026-04-21 17:00:00,2026-04-21,2026-04,Tuesday,17,193,ON_TIME,Z15,0,ON_TIME,True,False,False,66
IB04220066,Iberia,FRA,VIE,FRA-VIE,2026-04-22 14:00:00,2026-04-22 14:29:00,2026-04-22,2026-04,Wednesday,14,99,DELAYED,B09,29,16-30,False,True,False,67
IB04290067,Iberia,FRA,LHR,FRA-LHR,2026-04-29 18:00:00,,2026-04-29,2026-04,Wednesday,18,25,CANCELLED,B09,0,CANCELLED,False,False,True,68
EK06020068,Emirates,FRA,CDG,FRA-CDG,2026-06-02 14:20:00,,2026-06-02,2026-06,Tuesday,14,2,CANCELLED,B03,0,CANCELLED,False,False,True,69
UA05230069,United Airlines,FRA,VIE,FRA-VIE,2026-05-23 13:15:00,2026-05-23 13:00:00,2026-05-23,2026-05,Saturday,13,168,ON_TIME,C07,0,ON_TIME,True,False,False,70
IB03200071,Iberia,FRA,CDG,FRA-CDG,2026-03-20 13:45:00,2026-03-20 14:03:00,2026-03-20,2026-03,Friday,13,149,DELAYED,B03,18,16-30,False,True,False,72
AF05040072,Air France,FRA,DXB,FRA-DXB,2026-05-04 14:25:00,2026-05-04 14:50:00,2026-05-04,2026-05,Monday,14,199,DELAYED,A12,25,16-30,False,True,False,73
AF02280073,Air France,FRA,CDG,FRA-CDG,2026-02-28 16:40:00,2026-02-28 17:42:00,2026-02-28,2026-02,Saturday,16,204,DELAYED,A18,62,61-120,False,True,False,74
IB01040074,Iberia,FRA,MUC,FRA-MUC,2026-01-04 15:15:00,2026-01-04 15:17:00,2026-01-04,2026-01,Sunday,15,81,ON_TIME,B09,2,ON_TIME,True,False,False,75
IB01170075,Iberia,FRA,MUC,FRA-MUC,2026-01-17 18:15:00,2026-01-17 18:24:00,2026-01-17,2026-01,Saturday,18,210,ON_TIME,A12,9,ON_TIME,True,False,False,76
AF05230076,Air France,FRA,MUC,FRA-MUC,2026-05-23 19:25:00,2026-05-23 19:33:00,2026-05-23,2026-05,Saturday,19,322,ON_TIME,C07,8,ON_TIME,True,False,False,77
IB03180077,Iberia,FRA,VIE,FRA-VIE,2026-03-18 18:50:00,2026-03-18 20:01:00,2026-03-18,2026-03,Wednesday,18,161,DELAYED,B03,71,61-120,False,True,False,78
KL01210078,KLM,FRA,JFK,FRA-JFK,2026-01-21 10:45:00,2026-01-21 12:07:00,2026-01-21,2026-01,Wednesday,10,264,DELAYED,D04,82,61-120,False,True,False,79
IB01090079,Iberia,FRA,CDG,FRA-CDG,2026-01-09 12:50:00,2026-01-09 12:56:00,2026-01-09,2026-01,Friday,12,190,ON_TIME,Z15,6,ON_TIME,True,False,False,80
AF01300080,Air France,FRA,MAD,FRA-MAD,2026-01-30 22:45:00,2026-01-30 22:34:00,2026-01-30,2026-01,Friday,22,127,ON_TIME,A12,0,ON_TIME,True,False,False,81
LH03200081,Lufthansa,FRA,HAM,FRA-HAM,2026-03-20 15:15:00,2026-03-20 15:15:00,2026-03-20,2026-03,Friday,15,311,ON_TIME,E02,0,ON_TIME,True,False,False,82
IB01210082,Iberia,FRA,VIE,FRA-VIE,2026-01-21 07:10:00,2026-01-21 06:55:00,2026-01-21,2026-01,Wednesday,7,68,ON_TIME,A12,0,ON_TIME,True,False,False,83
AF05280083,Air France,FRA,JFK,FRA-JFK,2026-05-28 05:50:00,2026-05-28 06:05:00,2026-05-28,2026-05,Thursday,5,281,ON_TIME,B09,15,ON_TIME,True,False,False,84
BA04220084,British Airways,FRA,PMI,FRA-PMI,2026-04-22 20:35:00,2026-04-22 20:34:00,2026-04-22,2026-04,Wednesday,20,219,ON_TIME,A12,0,ON_TIME,True,False,False,85
BA04160085,British Airways,FRA,AMS,FRA-AMS,2026-04-16 20:50:00,2026-04-16 21:31:00,2026-04-16,2026-04,Thursday,20,216,DELAYED,B09,41,31-60,False,True,False,86
EK04140086,Emirates,FRA,MUC,FRA-MUC,2026-04-14 21:30:00,2026-04-14 22:08:00,2026-04-14,2026-04,Tuesday,21,266,DELAYED,A05,38,31-60,False,True,False,87
AF04030087,Air France,FRA,ZRH,FRA-ZRH,2026-04-03 21:15:00,2026-04-03 21:38:00,2026-04-03,2026-04,Friday,21,279,DELAYED,D04,23,16-30,False,True,False,88
DE06110088,Condor,FRA,BER,FRA-BER,2026-06-11 12:40:00,2026-06-11 15:00:00,2026-06-11,2026-06,Thursday,12,102,DELAYED,B03,140,120+,False,True,False,89
DE01310089,Condor,FRA,VIE,FRA-VIE,2026-01-31 10:15:00,2026-01-31 10:19:00,2026-01-31,2026-01,Saturday,10,302,ON_TIME,D04,4,ON_TIME,True,False,False,90
AF05220090,Air France,FRA,VIE,FRA-VIE,2026-05-22 10:10:00,2026-05-22 11:00:00,2026-05-22,2026-05,Friday,10,124,DELAYED,A12,50,31-60,False,True,False,91
AF03030093,Air France,FRA,DXB,FRA-DXB,2026-03-03 17:45:00,2026-03-03 17:41:00,2026-03-03,2026-03,Tuesday,17,250,ON_TIME,C07,0,ON_TIME,True,False,False,94
BA01100094,British Airways,FRA,VIE,FRA-VIE,2026-01-10 10:20:00,2026-01-10 10:45:00,2026-01-10,2026-01,Saturday,10,106,DELAYED,D04,25,16-30,False,True,False,95
DE04270095,Condor,FRA,ZRH,FRA-ZRH,2026-04-27 05:40:00,2026-04-27 05:46:00,2026-04-27,2026-04,Monday,5,190,ON_TIME,B16,6,ON_TIME,True,False,False,96
UA01210096,United Airlines,FRA,JFK,FRA-JFK,2026-01-21 16:20:00,2026-01-21 16:23:00,2026-01-21,2026-01,Wednesday,16,304,ON_TIME,E02,3,ON_TIME,True,False,False,97
LH01180097,Lufthansa,FRA,PMI,FRA-PMI,2026-01-18 12:50:00,2026-01-18 13:03:00,2026-01-18,2026-01,Sunday,12,106,ON_TIME,D04,13,ON_TIME,True,False,False,98
BA03180098,British Airways,FRA,DXB,FRA-DXB,2026-03-18 05:30:00,2026-03-18 06:48:00,2026-03-18,2026-03,Wednesday,5,246,DELAYED,C07,78,61-120,False,True,False,99
BA05160099,British Airways,FRA,LHR,FRA-LHR,2026-05-16 19:25:00,2026-05-16 19:45:00,2026-05-16,2026-05,Saturday,19,250,DELAYED,Z15,20,16-30,False,True,False,100
AF05300100,Air France,FRA,VIE,FRA-VIE,2026-05-30 09:45:00,2026-05-30 10:12:00,2026-05-30,2026-05,Saturday,9,185,DELAYED,A05,27,16-30,False,True,False,101
IB06230101,Iberia,FRA,CDG,FRA-CDG,2026-06-23 22:40:00,2026-06-24 00:01:00,2026-06-23,2026-06,Tuesday,22,272,DELAYED,B09,81,61-120,False,True,False,102
IB02200102,Iberia,FRA,CDG,FRA-CDG,2026-02-20 18:15:00,2026-02-20 18:05:00,2026-02-20,2026-02,Friday,18,238,ON_TIME,Z15,0,ON_TIME,True,False,False,103
KL03170103,KLM,FRA,DXB,FRA-DXB,2026-03-17 06:10:00,2026-03-17 05:55:00,2026-03-17,2026-03,Tuesday,6,80,ON_TIME,Z15,0,ON_TIME,True,False,False,104
IB02280104,Iberia,FRA,CDG,FRA-CDG,2026-02-28 16:45:00,2026-02-28 16:44:00,2026-02-28,2026-02,Saturday,16,125,ON_TIME,A12,0,ON_TIME,True,False,False,105
LH04230105,Lufthansa,FRA,CDG,FRA-CDG,2026-04-23 07:25:00,2026-04-23 08:15:00,2026-04-23,2026-04,Thursday,7,267,DELAYED,A18,50,31-60,False,True,False,106
AF05190106,Air France,FRA,HAM,FRA-HAM,2026-05-19 17:20:00,2026-05-19 18:13:00,2026-05-19,2026-05,Tuesday,17,139,DELAYED,B09,53,31-60,False,True,False,107
IB03280107,Iberia,FRA,CDG,FRA-CDG,2026-03-28 09:15:00,2026-03-28 10:09:00,2026-03-28,2026-03,Saturday,9,258,DELAYED,E02,54,31-60,False,True,False,108
EK04120108,Emirates,FRA,MUC,FRA-MUC,2026-04-12 05:50:00,2026-04-12 06:52:00,2026-04-12,2026-04,Sunday,5,189,DELAYED,Z15,62,61-120,False,True,False,109
UA04060109,United Airlines,FRA,JFK,FRA-JFK,2026-04-06 08:45:00,2026-04-06 08:30:00,2026-04-06,2026-04,Monday,8,168,ON_TIME,A12,0,ON_TIME,True,False,False,110
IB03190110,Iberia,FRA,DXB,FRA-DXB,2026-03-19 18:35:00,2026-03-19 18:20:00,2026-03-19,2026-03,Thursday,18,210,ON_TIME,D04,0,ON_TIME,True,False,False,111
DE03020111,Condor,FRA,MUC,FRA-MUC,2026-03-02 22:40:00,2026-03-02 22:25:00,2026-03-02,2026-03,Monday,22,269,ON_TIME,Z15,0,ON_TIME,True,False,False,112
BA06170112,British Airways,FRA,MAD,FRA-MAD,2026-06-17 09:15:00,2026-06-17 10:11:00,2026-06-17,2026-06,Wednesday,9,198,DELAYED,A05,56,31-60,False,True,False,113
EK04240113,Emirates,FRA,LHR,FRA-LHR,2026-04-24 19:45:00,2026-04-24 20:29:00,2026-04-24,2026-04,Friday,19,238,DELAYED,A05,44,31-60,False,True,False,114
UA02180114,United Airlines,FRA,CDG,FRA-CDG,2026-02-18 09:15:00,2026-02-18 09:50:00,2026-02-18,2026-02,Wednesday,9,65,DELAYED,A05,35,31-60,False,True,False,115
EK02020115,Emirates,FRA,LHR,FRA-LHR,2026-02-02 11:35:00,2026-02-02 11:20:00,2026-02-02,2026-02,Monday,11,174,ON_TIME,B16,0,ON_TIME,True,False,False,116
BA01010116,British Airways,FRA,PMI,FRA-PMI,2026-01-01 13:40:00,2026-01-01 13:43:00,2026-01-01,2026-01,Thursday,13,144,ON_TIME,A12,3,ON_TIME,True,False,False,117
LH01040117,Lufthansa,FRA,HAM,FRA-HAM,2026-01-04 16:45:00,2026-01-04 17:18:00,2026-01-04,2026-01,Sunday,16,270,DELAYED,E02,33,31-60,False,True,False,118
DE01170118,Condor,FRA,DXB,FRA-DXB,2026-01-17 21:15:00,2026-01-17 21:31:00,2026-01-17,2026-01,Saturday,21,110,DELAYED,D04,16,16-30,False,True,False,119
AF01120119,Air France,FRA,PMI,FRA-PMI,2026-01-12 21:50:00,2026-01-12 22:12:00,2026-01-12,2026-01,Monday,21,260,DELAYED,C07,22,16-30,False,True,False,120
DE04240120,Condor,FRA,VIE,FRA-VIE,2026-04-24 07:35:00,2026-04-24 07:47:00,2026-04-24,2026-04,Friday,7,119,ON_TIME,B09,12,ON_TIME,True,False,False,121
EK06020121,Emirates,FRA,MAD,FRA-MAD,2026-06-02 21:50:00,2026-06-02 21:55:00,2026-06-02,2026-06,Tuesday,21,165,ON_TIME,C07,5,ON_TIME,True,False,False,122
IB04160122,Iberia,FRA,LHR,FRA-LHR,2026-04-16 16:15:00,2026-04-16 16:22:00,2026-04-16,2026-04,Thursday,16,215,ON_TIME,C07,7,ON_TIME,True,False,False,123
EK03070123,Emirates,FRA,JFK,FRA-JFK,2026-03-07 16:40:00,2026-03-07 16:44:00,2026-03-07,2026-03,Saturday,16,276,ON_TIME,A12,4,ON_TIME,True,False,False,124
EK05230124,Emirates,FRA,HAM,FRA-HAM,2026-05-23 07:25:00,2026-05-23 07:41:00,2026-05-23,2026-05,Saturday,7,117,DELAYED,C07,16,16-30,False,True,False,125
EK04190125,Emirates,FRA,JFK,FRA-JFK,2026-04-19 06:50:00,2026-04-19 06:45:00,2026-04-19,2026-04,Sunday,6,301,ON_TIME,B03,0,ON_TIME,True,False,False,126
BA06180128,British Airways,FRA,PMI,FRA-PMI,2026-06-18 17:35:00,2026-06-18 17:29:00,2026-06-18,2026-06,Thursday,17,70,ON_TIME,A12,0,ON_TIME,True,False,False,129
AF04180129,Air France,FRA,MAD,FRA-MAD,2026-04-18 20:00:00,2026-04-18 20:06:00,2026-04-18,2026-04,Saturday,20,98,ON_TIME,A05,6,ON_TIME,True,False,False,130
BA06080130,British Airways,FRA,HAM,FRA-HAM,2026-06-08 06:35:00,2026-06-08 07:09:00,2026-06-08,2026-06,Monday,6,303,DELAYED,Z15,34,31-60,False,True,False,131
IB03110131,Iberia,FRA,MAD,FRA-MAD,2026-03-11 12:20:00,2026-03-11 12:16:00,2026-03-11,2026-03,Wednesday,12,304,ON_TIME,E02,0,ON_TIME,True,False,False,132
KL02260132,KLM,FRA,BER,FRA-BER,2026-02-26 18:25:00,2026-02-26 18:47:00,2026-02-26,2026-02,Thursday,18,163,DELAYED,A18,22,16-30,False,True,False,133
KL03250133,KLM,FRA,CDG,FRA-CDG,2026-03-25 08:30:00,2026-03-25 08:33:00,2026-03-25,2026-03,Wednesday,8,172,ON_TIME,E02,3,ON_TIME,True,False,False,134
EK04120134,Emirates,FRA,MUC,FRA-MUC,2026-04-12 07:10:00,,2026-04-12,2026-04,Sunday,7,10,CANCELLED,Z15,0,CANCELLED,False,False,True,135
UA04140135,United Airlines,FRA,PMI,FRA-PMI,2026-04-14 18:50:00,2026-04-14 19:25:00,2026-04-14,2026-04,Tuesday,18,290,DELAYED,B16,35,31-60,False,True,False,136
EK03270137,Emirates,FRA,LHR,FRA-LHR,2026-03-27 10:35:00,2026-03-27 11:11:00,2026-03-27,2026-03,Friday,10,233,DELAYED,B16,36,31-60,False,True,False,138
BA01270138,British Airways,FRA,LHR,FRA-LHR,2026-01-27 09:50:00,2026-01-27 10:23:00,2026-01-27,2026-01,Tuesday,9,93,DELAYED,A18,33,31-60,False,True,False,139
IB05250139,Iberia,FRA,VIE,FRA-VIE,2026-05-25 20:25:00,2026-05-25 21:00:00,2026-05-25,2026-05,Monday,20,216,DELAYED,A18,35,31-60,False,True,False,140
IB05010140,Iberia,FRA,MUC,FRA-MUC,2026-05-01 19:50:00,2026-05-01 20:02:00,2026-05-01,2026-05,Friday,19,235,ON_TIME,E02,12,ON_TIME,True,False,False,141
DE04290141,Condor,FRA,CDG,FRA-CDG,2026-04-29 19:30:00,2026-04-29 19:49:00,2026-04-29,2026-04,Wednesday,19,101,DELAYED,Z15,19,16-30,False,True,False,142
IB02080143,Iberia,FRA,ZRH,FRA-ZRH,2026-02-08 07:15:00,2026-02-08 07:47:00,2026-02-08,2026-02,Sunday,7,313,DELAYED,A18,32,31-60,False,True,False,144
LH04230144,Lufthansa,FRA,LHR,FRA-LHR,2026-04-23 20:20:00,2026-04-23 20:21:00,2026-04-23,2026-04,Thursday,20,245,ON_TIME,B09,1,ON_TIME,True,False,False,145
UA03280145,United Airlines,FRA,MAD,FRA-MAD,2026-03-28 07:00:00,2026-03-28 07:44:00,2026-03-28,2026-03,Saturday,7,131,DELAYED,B16,44,31-60,False,True,False,146
UA04030148,United Airlines,FRA,ZRH,FRA-ZRH,2026-04-03 06:00:00,2026-04-03 05:45:00,2026-04-03,2026-04,Friday,6,229,ON_TIME,D04,0,ON_TIME,True,False,False,149
AF02050149,Air France,FRA,LHR,FRA-LHR,2026-02-05 09:35:00,2026-02-05 09:56:00,2026-02-05,2026-02,Thursday,9,324,DELAYED,A05,21,16-30,False,True,False,150
EK02030150,Emirates,FRA,PMI,FRA-PMI,2026-02-03 17:40:00,2026-02-03 17:26:00,2026-02-03,2026-02,Tuesday,17,139,ON_TIME,D04,0,ON_TIME,True,False,False,151
LH04040151,Lufthansa,FRA,MAD,FRA-MAD,2026-04-04 13:15:00,2026-04-04 13:30:00,2026-04-04,2026-04,Saturday,13,177,ON_TIME,B09,15,ON_TIME,True,False,False,152
IB04050152,Iberia,FRA,LHR,FRA-LHR,2026-04-05 20:15:00,2026-04-05 20:00:00,2026-04-05,2026-04,Sunday,20,312,ON_TIME,E02,0,ON_TIME,True,False,False,153
KL02110154,KLM,FRA,MUC,FRA-MUC,2026-02-11 14:15:00,2026-02-11 14:32:00,2026-02-11,2026-02,Wednesday,14,278,DELAYED,A12,17,16-30,False,True,False,155
AF03310155,Air France,FRA,VIE,FRA-VIE,2026-03-31 06:10:00,2026-03-31 06:06:00,2026-03-31,2026-03,Tuesday,6,246,ON_TIME,B03,0,ON_TIME,True,False,False,156
