flight_id,airline,origin,destination,scheduled_time,actual_time,passengers,status,gate
IB04210065,Iberia,FRA,MUC,2026-04-21 17:15,2026-04-21 17:00,193,ON_TIME,Z15
IB04220066,Iberia,FRA,VIE,2026-04-22 14:00,2026-04-22 14:29,99,DELAYED,B09
IB04290067,Iberia,FRA,LHR,2026-04-29 18:00,,25,CANCELLED,B09
EK06020068,Emirates,FRA,CDG,2026-06-02 14:20,,2,CANCELLED,B03
UA05230069,United Airlines,FRA,VIE,2026-05-23 13:15,2026-05-23 13:00,168,ON_TIME,C07
UA05230069,Air France,FRA,CDG,2026-06-19 17:15,2026-06-19 17:31,224,DELAYED,B16
IB03200071,Iberia,FRA,CDG,2026-03-20 13:45,2026-03-20 14:03,149,DELAYED,B03
AF05040072,Air France,FRA,DXB,2026-05-04 14:25,2026-05-04 14:50,199,DELAYED,A12
AF02280073,Air France,FRA,CDG,2026-02-28 16:40,2026-02-28 17:42,204,DELAYED,A18
IB01040074,Iberia,FRA,MUC,2026-01-04 15:15,2026-01-04 15:17,81,ON_TIME,B09
IB01170075,Iberia,FRA,MUC,2026-01-17 18:15,2026-01-17 18:24,210,ON_TIME,A12
AF05230076,Air France,FRA,MUC,2026-05-23 19:25,2026-05-23 19:33,322,ON_TIME,C07
IB03180077,Iberia,FRA,VIE,2026-03-18 18:50,2026-03-18 20:01,161,DELAYED,B03
KL01210078,KLM,FRA,JFK,2026-01-21 10:45,2026-01-21 12:07,264,DELAYED,D04
IB01090079,Iberia,FRA,CDG,2026-01-09 12:50,2026-01-09 12:56,190,ON_TIME,Z15
AF01300080,Air France,FRA,MAD,2026-01-30 22:45,2026-01-30 22:34,127,ON_TIME,A12
LH03200081,Lufthansa,FRA,HAM,2026-03-20 15:15,2026-03-20 15:15,311,ON_TIME,E02
IB01210082,Iberia,FRA,VIE,2026-01-21 07:10,2026-01-21 06:55,68,ON_TIME,A12
AF05280083,Air France,FRA,JFK,2026-05-28 05:50,2026-05-28 06:05,281,ON_TIME,B09
BA04220084,British Airways,FRA,PMI,2026-04-22 20:35,2026-04-22 20:34,219,ON_TIME,A12
BA04160085,British Airways,FRA,AMS,2026-04-16 20:50,2026-04-16 21:31,216,DELAYED,B09
EK04140086,Emirates,FRA,MUC,2026-04-14 21:30,2026-04-14 22:08,266,DELAYED,A05
AF04030087,Air France,FRA,ZRH,2026-04-03 21:15,2026-04-03 21:38,279,DELAYED,D04
DE06110088,Condor,FRA,BER,2026-06-11 12:40,2026-06-11 15:00,102,DELAYED,B03
DE01310089,Condor,FRA,VIE,2026-01-31 10:15,2026-01-31 10:19,302,ON_TIME,D04
AF05220090,Air France,FRA,VIE,2026-05-22 10:10,2026-05-22 11:00,124,DELAYED,A12
KL03290091,KLM,FRA,MAD,2026-03-29 21:50,2026-03-29 22:00,305,BOARDING,A18
,Iberia,FRA,ZRH,2026-05-04 17:00,2026-05-04 17:34,288,DELAYED,B16
AF03030093,Air France,FRA,DXB,2026-03-03 17:45,2026-03-03 17:41,250,ON_TIME,C07
BA01100094,British Airways,FRA,VIE,2026-01-10 10:20,2026-01-10 10:45,106,DELAYED,D04
DE04270095,Condor,FRA,ZRH,2026-04-27 05:40,2026-04-27 05:46,190,ON_TIME,B16
UA01210096,United Airlines,FRA,JFK,2026-01-21 16:20,2026-01-21 16:23,304,ON_TIME,E02
LH01180097,Lufthansa,FRA,PMI,2026-01-18 12:50,2026-01-18 13:03,106,ON_TIME,D04
BA03180098,British Airways,FRA,DXB,2026-03-18 05:30,2026-03-18 06:48,246,DELAYED,C07
BA05160099,British Airways,FRA,LHR,2026-05-16 19:25,2026-05-16 19:45,250,DELAYED,Z15
AF05300100,Air France,FRA,VIE,2026-05-30 09:45,2026-05-30 10:12,185,DELAYED,A05
IB06230101,Iberia,FRA,CDG,2026-06-23 22:40,2026-06-24 00:01,272,DELAYED,B09
IB02200102,Iberia,FRA,CDG,2026-02-20 18:15,2026-02-20 18:05,238,ON_TIME,Z15
KL03170103,KLM,FRA,DXB,2026-03-17 06:10,2026-03-17 05:55,80,ON_TIME,Z15
IB02280104,Iberia,FRA,CDG,2026-02-28 16:45,2026-02-28 16:44,125,ON_TIME,A12
LH04230105,Lufthansa,FRA,CDG,2026-04-23 07:25,2026-04-23 08:15,267,DELAYED,A18
AF05190106,Air France,FRA,HAM,2026-05-19 17:20,2026-05-19 18:13,139,DELAYED,B09
IB03280107,Iberia,FRA,CDG,2026-03-28 09:15,2026-03-28 10:09,258,DELAYED,E02
EK04120108,Emirates,FRA,MUC,2026-04-12 05:50,2026-04-12 06:52,189,DELAYED,Z15
UA04060109,United Airlines,FRA,JFK,2026-04-06 08:45,2026-04-06 08:30,168,ON_TIME,A12
IB03190110,Iberia,FRA,DXB,2026-03-19 18:35,2026-03-19 18:20,210,ON_TIME,D04
DE03020111,Condor,FRA,MUC,2026-03-02 22:40,2026-03-02 22:25,269,ON_TIME,Z15
BA06170112,British Airways,FRA,MAD,2026-06-17 09:15,2026-06-17 10:11,198,DELAYED,A05
EK04240113,Emirates,FRA,LHR,2026-04-24 19:45,2026-04-24 20:29,238,DELAYED,A05
UA02180114,United Airlines,FRA,CDG,2026-02-18 09:15,2026-02-18 09:50,65,DELAYED,A05
EK02020115,Emirates,FRA,LHR,2026-02-02 11:35,2026-02-02 11:20,174,ON_TIME,B16
BA01010116,British Airways,FRA,PMI,2026-01-01 13:40,2026-01-01 13:43,144,ON_TIME,A12
LH01040117,Lufthansa,FRA,HAM,2026-01-04 16:45,2026-01-04 17:18,270,DELAYED,E02
DE01170118,Condor,FRA,DXB,2026-01-17 21:15,2026-01-17 21:31,110,DELAYED,D04
AF01120119,Air France,FRA,PMI,2026-01-12 21:50,2026-01-12 22:12,260,DELAYED,C07
DE04240120,Condor,FRA,VIE,2026-04-24 07:35,2026-04-24 07:47,119,ON_TIME,B09
EK06020121,Emirates,FRA,MAD,2026-06-02 21:50,2026-06-02 21:55,165,ON_TIME,C07
IB04160122,Iberia,FRA,LHR,2026-04-16 16:15,2026-04-16 16:22,215,ON_TIME,C07
EK03070123,Emirates,FRA,JFK,2026-03-07 16:40,2026-03-07 16:44,276,ON_TIME,A12
EK05230124,Emirates,FRA,HAM,2026-05-23 07:25,2026-05-23 07:41,117,DELAYED,C07
EK04190125,Emirates,FRA,JFK,2026-04-19 06:50,2026-04-19 06:45,301,ON_TIME,B03
DE05230126,Condor,FRA,AMS,2026-05-23 16:35,2026-05-23 17:14,274,BOARDING,E02
LH06180127,,FRA,PMI,2026-06-18 13:30,2026-06-18 13:38,58,ON_TIME,A18
BA06180128,British Airways,FRA,PMI,2026-06-18 17:35,2026-06-18 17:29,70,ON_TIME,A12
AF04180129,Air France,FRA,MAD,2026-04-18 20:00,2026-04-18 20:06,98,ON_TIME,A05
BA06080130,British Airways,FRA,HAM,2026-06-08 06:35,2026-06-08 07:09,303,DELAYED,Z15
IB03110131,Iberia,FRA,MAD,2026-03-11 12:20,2026-03-11 12:16,304,ON_TIME,E02
KL02260132,KLM,FRA,BER,2026-02-26 18:25,2026-02-26 18:47,163,DELAYED,A18
KL03250133,KLM,FRA,CDG,2026-03-25 08:30,2026-03-25 08:33,172,ON_TIME,E02
EK04120134,Emirates,FRA,MUC,2026-04-12 07:10,,10,CANCELLED,Z15
UA04140135,United Airlines,FRA,PMI,2026-04-14 18:50,2026-04-14 19:25,290,DELAYED,B16
DE01280136,Condor,FRA,MAD,2026-01-28 13:10,,257,DELAYED,B09
EK03270137,Emirates,FRA,LHR,2026-03-27 10:35,2026-03-27 11:11,233,DELAYED,B16
BA01270138,British Airways,FRA,LHR,2026-01-27 09:50,2026-01-27 10:23,93,DELAYED,A18
IB05250139,Iberia,FRA,VIE,2026-05-25 20:25,2026-05-25 21:00,216,DELAYED,A18
IB05010140,Iberia,FRA,MUC,2026-05-01 19:50,2026-05-01 20:02,235,ON_TIME,E02
DE04290141,Condor,FRA,CDG,2026-04-29 19:30,2026-04-29 19:49,101,DELAYED,Z15
UA05290142,United Airlines,FRA,VIE,2026-05-29 22:30,2026-05-29 22:36,151,BOARDING,B16
IB02080143,Iberia,FRA,ZRH,2026-02-08 07:15,2026-02-08 07:47,313,DELAYED,A18
LH04230144,Lufthansa,FRA,LHR,2026-04-23 20:20,2026-04-23 20:21,245,ON_TIME,B09
UA03280145,United Airlines,FRA,MAD,2026-03-28 07:00,2026-03-28 07:44,131,DELAYED,B16
DE06190146,Condor,FRA,PMI,2026-06-19 10:00,,255,DELAYED,A18
DE05240147,Condor,FRA,CDG,not-a-date,2026-05-24 17:52,324,ON_TIME,A12
UA04030148,United Airlines,FRA,ZRH,2026-04-03 06:00,2026-04-03 05:45,229,ON_TIME,D04
AF02050149,Air France,FRA,LHR,2026-02-05 09:35,2026-02-05 09:56,324,DELAYED,A05
EK02030150,Emirates,FRA,PMI,2026-02-03 17:40,2026-02-03 17:26,139,ON_TIME,D04
LH04040151,Lufthansa,FRA,MAD,2026-04-04 13:15,2026-04-04 13:30,177,ON_TIME,B09
IB04050152,Iberia,FRA,LHR,2026-04-05 20:15,2026-04-05 20:00,312,ON_TIME,E02
UA02210153,United Airlines,FRA,HAM,2026-02-21 09:50,2026-02-21 09:41,-18,ON_TIME,A12
KL02110154,KLM,FRA,MUC,2026-02-11 14:15,2026-02-11 14:32,278,DELAYED,A12
AF03310155,Air France,FRA,VIE,2026-03-31 06:10,2026-03-31 06:06,246,ON_TIME,B03
LH01260156,Lufthansa,FRA,AMS,2026-01-26 15:40,2026-01-26 15:54,296,ON_TIME,A18
IB06070157,Iberia,FRA,VIE,2026-06-07 05:35,,19,CANCELLED,E02
UA03150158,United Airlines,FRA,MUC,2026-03-15 12:50,2026-03-15 13:17,289,DELAYED,A12
DE06020159,Condor,FRA,VIE,2026-06-02 22:30,2026-06-02 22:15,55,ON_TIME,Z15
EK05270160,Emirates,FRA,LHR,2026-05-27 18:40,2026-05-27 18:37,239,ON_TIME,A12
LH05010161,Lufthansa,FRA,MAD,2026-05-01 07:10,2026-05-01 07:24,231,ON_TIME,B03
DE03270162,Condor,FRA,PMI,2026-03-27 09:30,2026-03-27 09:48,144,DELAYED,D04
IB02160163,Iberia,FRA,JFK,2026-02-16 09:35,2026-02-16 09:55,157,DELAYED,A05
EK05120164,Emirates,FRA,CDG,2026-05-12 18:20,2026-05-12 20:39,152,DELAYED,B09
EK06170165,Emirates,FRA,BER,2026-06-17 15:50,2026-06-17 15:35,252,ON_TIME,B16
BA06270166,British Airways,FRA,VIE,2026-06-27 21:00,2026-06-27 21:51,97,DELAYED,C07
DE06040167,Condor,FRA,MAD,2026-06-04 11:20,2026-06-04 11:51,283,DELAYED,Z15
UA06260168,United Airlines,FRA,HAM,2026-06-26 20:00,2026-06-26 20:27,235,DELAYED,Z15
UA06130169,United Airlines,FRA,CDG,2026-06-13 06:35,2026-06-13 06:25,136,ON_TIME,A05
BA06230170,,FRA,PMI,2026-06-23 19:30,2026-06-23 20:00,242,DELAYED,B16
UA01090171,United Airlines,FRA,PMI,2026-01-09 10:15,2026-01-09 10:01,326,ON_TIME,B16
UA06160172,United Airlines,FRA,AMS,2026-06-16 13:45,2026-06-16 15:36,310,DELAYED,E02
UA01310173,United Airlines,FRA,ZRH,2026-01-31 13:50,2026-01-31 14:11,306,DELAYED,B03
DE01190174,Condor,FRA,HAM,2026-01-19 19:40,2026-01-19 20:26,99,DELAYED,B16
EK01170175,Emirates,FRA,DXB,2026-01-17 23:20,2026-01-17 23:30,144,ON_TIME,B16
AF02210176,Air France,FRA,MUC,2026-02-21 09:45,2026-02-21 12:07,243,DELAYED,D04
BA01230177,British Airways,FRA,PMI,2026-01-23 07:50,2026-01-23 07:58,264,ON_TIME,Z15
DE03230178,Condor,FRA,HAM,2026-03-23 08:15,2026-03-23 08:02,120,ON_TIME,E02
BA04210179,British Airways,FRA,HAM,2026-04-21 21:30,2026-04-21 21:24,170,ON_TIME,B16
KL03060180,KLM,FRA,MUC,2026-03-06 12:20,2026-03-06 12:32,328,ON_TIME,A12
BA05290181,British Airways,FRA,PMI,2026-05-29 09:40,2026-05-29 09:48,76,ON_TIME,A05
DE06140182,Condor,FRA,BER,2026-06-14 13:45,2026-06-14 13:30,70,ON_TIME,D04
KL03190183,KLM,FRA,JFK,2026-03-19 20:45,2026-03-19 21:43,135,DELAYED,D04
UA04290184,United Airlines,FRA,VIE,2026-04-29 12:00,2026-04-29 11:55,218,ON_TIME,B16
UA04050185,United Airlines,FRA,HAM,2026-04-05 22:20,2026-04-05 22:35,127,ON_TIME,A12
LH04090186,Lufthansa,FRA,CDG,2026-04-09 18:45,2026-04-09 19:11,222,DELAYED,Z15
EK02100187,Emirates,FRA,LHR,2026-02-10 21:20,2026-02-10 21:54,256,DELAYED,E02
IB02250188,Iberia,FRA,FRA,2026-02-25 16:30,2026-02-25 16:25,295,ON_TIME,B09
LH04210189,Lufthansa,FRA,MUC,2026-04-21 09:50,2026-04-21 10:06,154,DELAYED,B16
KL04090190,KLM,FRA,MUC,2026-04-09 22:15,2026-04-09 22:06,115,ON_TIME,A18
DE04060191,Condor,FRA,MAD,2026-04-06 16:20,2026-04-06 16:34,311,ON_TIME,A05
LH02050192,Lufthansa,FRA,BER,2026-02-05 16:15,2026-02-05 16:13,318,ON_TIME,A18
EK03230193,Emirates,FRA,PMI,2026-03-23 11:10,2026-03-23 11:23,315,ON_TIME,E02
IB05250194,Iberia,FRA,DXB,2026-05-25 15:15,2026-05-25 15:09,111,ON_TIME,C07
KL06260195,KLM,FRA,DXB,2026-06-26 06:25,2026-06-26 07:20,171,DELAYED,A05
IB05150196,Iberia,FRA,HAM,2026-05-15 17:40,2026-05-15 17:45,111,ON_TIME,B03
LH03220197,Lufthansa,FRA,VIE,2026-03-22 18:40,2026-03-22 19:02,296,DELAYED,A05
BA02230198,British Airways,FRA,ZRH,2026-02-23 23:00,2026-02-23 23:41,247,DELAYED,B16
BA05170199,British Airways,FRA,VIE,2026-05-17 16:20,2026-05-17 16:39,190,DELAYED,Z15
IB03050200,Iberia,FRA,LHR,2026-03-05 14:20,2026-03-05 14:05,207,ON_TIME,B09
AF05060201,Air France,FRA,DXB,2026-05-06 16:15,2026-05-06 17:08,117,DELAYED,Z15
UA03300202,United Airlines,FRA,MAD,2026-03-30 09:50,,2,CANCELLED,B16
IB03070203,Iberia,FRA,JFK,2026-03-07 20:45,2026-03-07 20:30,125,ON_TIME,A12
AF01130204,Air France,FRA,LHR,2026-01-13 21:45,2026-01-13 23:23,224,DELAYED,D04
DE02050205,Condor,FRA,JFK,2026-02-05 06:20,2026-02-05 06:53,298,DELAYED,D04
AF03240206,Air France,FRA,CDG,2026-03-24 14:30,2026-03-24 15:13,173,DELAYED,E02
LH04170207,Lufthansa,FRA,HAM,2026-04-17 10:30,2026-04-17 10:22,203,ON_TIME,A05
LH05260208,Lufthansa,FRA,CDG,2026-05-26 09:00,2026-05-26 09:31,323,DELAYED,D04
BA04300209,British Airways,FRA,ZRH,2026-04-30 13:45,2026-04-30 13:40,150,ON_TIME,A05
EK05260210,Emirates,FRA,CDG,2026-05-26 11:40,2026-05-26 12:28,262,DELAYED,C07
EK04130211,Emirates,FRA,MUC,2026-04-13 08:40,2026-04-13 09:59,175,DELAYED,D04
KL03190212,KLM,FRA,AMS,2026-03-19 05:50,2026-03-19 06:12,86,DELAYED,A12
IB02100213,Iberia,FRA,CDG,2026-02-10 18:20,2026-02-10 19:05,206,DELAYED,B16
AF02040214,Air France,FRA,LHR,2026-02-04 20:40,2026-02-04 20:27,246,ON_TIME,C07
IB06200215,Iberia,FRA,ZRH,2026-06-20 11:45,2026-06-20 11:30,325,ON_TIME,B16
DE01290216,Condor,FRA,PMI,2026-01-29 07:20,2026-01-29 07:10,329,ON_TIME,A18
BA05140217,British Airways,FRA,AMS,2026-05-14 19:35,2026-05-14 19:43,283,ON_TIME,A05
IB05120218,Iberia,FRA,HAM,2026-05-12 19:15,2026-05-12 19:02,212,ON_TIME,A05
UA01010219,United Airlines,FRA,CDG,2026-01-01 12:25,2026-01-01 12:10,85,ON_TIME,A12
IB03150220,Iberia,FRA,BER,2026-03-15 18:40,2026-03-15 19:11,270,DELAYED,B16
UA04070221,United Airlines,FR,VIE,2026-04-07 17:35,2026-04-07 17:33,233,ON_TIME,A12
BA04110222,British Airways,FRA,ZRH,2026-04-11 21:40,2026-04-11 21:29,56,ON_TIME,A05
KL06220223,KLM,FRA,VIE,2026-06-22 23:10,2026-06-22 23:32,196,DELAYED,B03
DE06190224,Condor,FRA,BER,2026-06-19 19:25,2026-06-19 19:23,63,ON_TIME,B03
AF01260225,Air France,FRA,MUC,2026-01-26 07:15,2026-01-26 07:27,260,ON_TIME,D04
AF02250226,Air France,FRA,ZRH,2026-02-25 06:40,2026-02-25 06:47,218,ON_TIME,Z15
EK03190227,Emirates,FRA,LHR,2026-03-19 10:20,2026-03-19 10:31,144,ON_TIME,C07
IB03300228,Iberia,FRA,BER,2026-03-30 18:20,2026-03-30 18:42,131,DELAYED,B09
UA05180229,United Airlines,FRA,HAM,2026-05-18 20:45,2026-05-18 20:47,84,ON_TIME,E02
UA05230230,United Airlines,FRA,MAD,2026-05-23 21:40,2026-05-23 22:30,224,DELAYED,A12
IB01240231,Iberia,FRA,AMS,2026-01-24 22:45,2026-01-24 23:30,151,DELAYED,Z15
AF02230232,Air France,FRA,VIE,2026-02-23 15:50,2026-02-23 17:36,115,DELAYED,D04
AF06040233,Air France,FRA,DXB,2026-06-04 12:10,2026-06-04 11:55,328,ON_TIME,B16
KL04030234,KLM,FRA,CDG,2026-04-03 22:15,2026-04-03 22:16,295,ON_TIME,B16
AF03220235,Air France,FRA,AMS,2026-03-22 18:30,2026-03-22 18:46,268,DELAYED,B09
BA03260236,British Airways,FRA,LHR,2026-03-26 13:10,2026-03-26 13:37,227,DELAYED,B09
IB06140237,Iberia,FRA,DXB,2026-06-14 21:15,2026-06-14 21:33,305,DELAYED,A18
LH01090238,Lufthansa,FRA,ZRH,2026-01-09 07:30,2026-01-09 07:30,173,ON_TIME,A12
BA02250239,British Airways,FRA,BER,2026-02-25 22:15,2026-02-25 22:03,-19,ON_TIME,D04
LH05170240,Lufthansa,FRA,BER,2026-05-17 23:10,,8,CANCELLED,E02
KL05090241,KLM,FRA,BER,2026-05-09 18:40,2026-05-09 19:05,324,DELAYED,B09
EK04120242,Emirates,FRA,CDG,2026-04-12 08:00,2026-04-12 08:22,179,DELAYED,B03
KL01210243,KLM,FRA,JFK,2026-01-21 06:35,2026-01-21 06:29,142,ON_TIME,A12
IB06150244,Iberia,FRA,MAD,2026-06-15 16:25,2026-06-15 16:58,325,DELAYED,A05
AF06270245,Air France,FRA,LHR,2026-06-27 20:50,2026-06-27 21:53,71,DELAYED,A18
EK02230246,Emirates,FRA,BER,2026-02-23 10:10,2026-02-23 10:49,178,DELAYED,Z15
UA05190247,United Airlines,FRA,JFK,2026-05-19 16:10,2026-05-19 17:10,311,DELAYED,B16
LH04220248,Lufthansa,FRA,MUC,2026-04-22 12:35,2026-04-22 13:44,258,DELAYED,B16
LH03110249,Lufthansa,FRA,JFK,2026-03-11 20:15,2026-03-11 20:07,249,ON_TIME,A12
KL01190250,KLM,FRA,LHR,2026-01-19 07:50,2026-01-19 07:56,133,ON_TIME,C07
EK01280251,Emirates,FRA,AMS,2026-01-28 07:30,2026-01-28 07:15,99,ON_TIME,A18
UA05230252,United Airlines,FRA,VIE,2026-05-23 23:20,2026-05-24 01:18,102,DELAYED,Z15
EK01040253,Emirates,FRA,MAD,2026-01-04 15:10,2026-01-04 16:08,179,DELAYED,Z15
BA04080254,British Airways,FRA,JFK,2026-04-08 10:40,2026-04-08 11:20,129,DELAYED,A12
BA03120255,British Airways,FRA,MAD,2026-03-12 18:50,2026-03-12 19:20,308,DELAYED,Z15
AF01280256,Air France,FRA,VIE,2026-01-28 09:50,,19,CANCELLED,C07
EK03270257,Emirates,FRA,VIE,2026-03-27 19:25,2026-03-27 19:14,215,ON_TIME,A18
UA03160258,United Airlines,FRA,AMS,2026-03-16 21:25,2026-03-16 22:32,198,DELAYED,C07
EK05250259,Emirates,FRA,MUC,2026-05-25 12:25,2026-05-25 15:14,291,DELAYED,B03
IB06270260,Iberia,FRA,CDG,2026-06-27 08:10,2026-06-27 09:01,210,DELAYED,B03
KL02090261,KLM,FRA,JFK,2026-02-09 19:10,2026-02-09 19:51,314,DELAYED,C07
LH06290262,Lufthansa,FRA,AMS,2026-06-29 23:25,2026-06-29 23:37,182,ON_TIME,B16
BA06060263,British Airways,FRA,JFK,2026-06-06 07:25,2026-06-06 07:28,275,ON_TIME,A12
LH03080264,Lufthansa,FRA,MUC,2026-03-08 13:20,2026-03-08 13:12,168,ON_TIME,D04
EK04290265,Emirates,FRA,MAD,2026-04-29 21:40,2026-04-29 22:05,98,DELAYED,A12
BA03210266,British Airways,FRA,AMS,2026-03-21 16:15,2026-03-21 16:31,233,DELAYED,D04
DE06280267,Condor,FRA,VIE,2026-06-28 20:00,2026-06-28 22:18,110,DELAYED,A18
